"Issuance Date","Vintage Start","Vintage End","ID","Name","Country","Project Type","Methodology","Total Vintage Quantity","Credits Quantity Issued","Serial Number","Additional Certifications","Retirement/Cancellation Date","Retirement Beneficiary","Retirement Reason","Retirement Details"
"16/08/2021","01/01/2015","31/12/2015","905","The Yokuslu- Kalkandere Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","86,742","86,742","11013-267565767-267652508-VCS-VCU-279-VER-TR-1-905-01012015-31122015-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x8f76f3e2b4bfacbc112b0a9e222a0eff90e2e44ba79c29f0845ad92a1a1ba156-253"
"16/08/2021","01/01/2014","31/12/2014","905","The Yokuslu- Kalkandere Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","79,648","60,000","11014-267672157-267732156-VCS-VCU-279-VER-TR-1-905-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x6006c38a855c8a07e33c25385a040edac24c1201de2376884dcde57d65b20150-113"
"16/08/2021","01/01/2014","31/12/2014","905","The Yokuslu- Kalkandere Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","79,648","19,648","11014-267652509-267672156-VCS-VCU-279-VER-TR-1-905-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xe5acbf3a979ec66a291ef386205ebd08d8d1234694bce9a35dd0723edd46267a-99"
"16/08/2021","01/01/2013","31/12/2013","905","The Yokuslu- Kalkandere Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","81,614","12","11015-267732157-267732168-VCS-VCU-279-VER-TR-1-905-01012013-31122013-0","","13/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xfdeeb63eeeea158a95dde665a9e0e04af96103dd1494d31b3c76fa13fb85338e-10"
"16/08/2021","01/01/2013","31/12/2013","905","The Yokuslu- Kalkandere Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","81,614","81,602","11015-267732169-267813770-VCS-VCU-279-VER-TR-1-905-01012013-31122013-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x03ca3ef92b49bc130f590a338fc378fbece9b85fc5255ee1e877a35e89369772-96"
"16/08/2021","01/01/2012","31/12/2012","905","The Yokuslu- Kalkandere Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","76,422","76,422","11016-267813771-267890192-VCS-VCU-279-VER-TR-1-905-01012012-31122012-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xe138b0aa18cfe137bf3bc0d60c697076341a0ee998f79ecbe01441599cf3e2ad-110"
"16/08/2021","01/01/2015","31/12/2015","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","154,487","4,487","11017-268040193-268044679-VCS-VCU-279-VER-TR-1-753-01012015-31122015-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x838ff75dfd7b322327ae132de3b1ccc9388ef01d560b46304670d1dac0aa81cd-275"
"16/08/2021","01/01/2014","31/12/2014","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","140,709","40,000","11018-268144680-268184679-VCS-VCU-279-VER-TR-1-753-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x71bc2fe80471d1936e0eec7da1193a13302ad53da8bf403b141473bfe4fe1d3b-112"
"16/08/2021","01/01/2014","31/12/2014","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","140,709","65,000","11018-268079680-268144679-VCS-VCU-279-VER-TR-1-753-01012014-31122014-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xe8ba992ce20bbe0a0240090a3f30457ca33b068715c8e1b2f615191802140d69-62"
"16/08/2021","01/01/2014","31/12/2014","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","140,709","709","11018-268184680-268185388-VCS-VCU-279-VER-TR-1-753-01012014-31122014-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xf6c9e8ee6662421f4421b64bd8e7754bd2e774537ff2f34901ce3b6bbcf7cbc3-277"
"16/08/2021","01/01/2014","31/12/2014","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","140,709","35,000","11018-268044680-268079679-VCS-VCU-279-VER-TR-1-753-01012014-31122014-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x85a410923b1335ff7929de775dfcb38c38fddaea04b32a4650b6bbaab8c42ff6-52"
"16/08/2021","01/01/2013","31/12/2013","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","147,779","33","11019-268185389-268185421-VCS-VCU-279-VER-TR-1-753-01012013-31122013-0","","13/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xe347c98f86c5dce39e86fa7ea03ea868f3ba49005edafcdac8a0b3efea5bc1b7-12"
"16/08/2021","01/01/2013","31/12/2013","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","147,779","42,069","11019-268185422-268227490-VCS-VCU-279-VER-TR-1-753-01012013-31122013-0","","13/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x9c581fae03215da9cb77373e62d5a53648e4bb5e972069769411f5bbeadbcd40-13"
"16/08/2021","01/01/2013","31/12/2013","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","147,779","105,677","11019-268227491-268333167-VCS-VCU-279-VER-TR-1-753-01012013-31122013-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xc9ee63a24ec28da42396b4ce1a6d605df7d5a0532a9fc95d957835aee694f661-93"
"16/08/2021","01/07/2012","31/12/2012","753","The Cevizlik Run-of-River Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","49,714","24,214","11020-268333168-268357381-VCS-VCU-279-VER-TR-1-753-01072012-31122012-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x89661b9cb3667a6163409de161aae0b7e229b948a6b1dfb445b9599d3c868fc4-111"
"16/08/2021","01/01/2017","31/12/2017","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,653,262","41,629","11023-268586866-268628494-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x7122b39b44efc55e5c5789ef806c1885e3b5fc3a7d5a1d4ea97d53f4845f1e0d-51"
"16/08/2021","01/01/2017","31/12/2017","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,653,262","7,165","11023-268547536-268554700-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x968e49406371c5c0e9ef2e6b75b1daa62166fab37b6c86c78b6fa40ad3f38d7d-48"
"16/08/2021","01/01/2014","31/12/2014","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,586,184","4,829","11026-270169494-270174322-VCS-VCU-259-VER-BR-14-981-01012014-31122014-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x31345a53da4e21f01aea4ff42fd13f5adf84a66af488ea219c5bac2e80870bef-45"
"16/08/2021","02/01/2012","31/12/2012","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,585,465","142,644","11027-270656720-270799363-VCS-VCU-259-VER-BR-14-981-02012012-31122012-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xf94201dcade906642d16ba37d20904ba9066cf2ac6bcf458b1a912dfd9b94946-50"
"16/08/2021","01/01/2013","31/12/2013","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,585,465","7,356","11028-271175373-271182728-VCS-VCU-259-VER-BR-14-981-01012013-31122013-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x2f4df242a65f0a32fd5839a905e0fe2ef5abfee0031704c728ae04125a3b6b9d-49"
"16/08/2021","01/01/2013","31/12/2013","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,585,465","37,000","11028-271206065-271243064-VCS-VCU-259-VER-BR-14-981-01012013-31122013-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x776671f9eb56239e596bbb3fc90ca9efac02a5fa8b5d9417059353e8c04da8f4-255"
"16/08/2021","01/01/2013","31/12/2013","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,585,465","3,000","11028-271203065-271206064-VCS-VCU-259-VER-BR-14-981-01012013-31122013-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x384ccb633b543b10acb752398b1b913f21ac46e53791ab534af3b54fdfb7163e-276"
"16/08/2021","01/01/2013","31/12/2013","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,585,465","15,165","11028-271187900-271203064-VCS-VCU-259-VER-BR-14-981-01012013-31122013-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xe3645e8b4e116b4a53c34a5042fe01d7fb1c56fcaa6e8152b97a15b6a8d8f116-269"
"16/08/2021","01/01/2013","31/12/2013","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,585,465","65,000","11028-271110373-271175372-VCS-VCU-259-VER-BR-14-981-01012013-31122013-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x9bb6fec8ed033a7291380af550221c59c4ece0cb102f0b29d0f0af41fe003046-44"
"16/08/2021","01/01/2013","31/12/2013","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,585,465","5,170","11028-271182730-271187899-VCS-VCU-259-VER-BR-14-981-01012013-31122013-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x9fd68411cdb7f80998c4a6a8d5433345f1e82527303475c2d85ac3320cc679f2-54"
"11/08/2021","01/01/2015","31/12/2015","786","Hyundai Steel Waste Energy Cogeneration Project","South Korea","Energy industries (renewable/non-renewable sources)","Waste energy recovery","1,384,786","10,000","11002-265565684-265575683-VCS-VCU-260-VER-KR-1-786-01012015-31122015-0","","18/10/2021","0x9BB86AB2EbE3e6b9b580d557F7AdcC4Ff746eC8F","Other","TOUCAN-1.0-137-0x88426e609fbd92cc7eb10f0fb41de197a8b2ff903608ed1789ca6a7c10750834-246"
"11/08/2021","01/01/2015","31/12/2015","786","Hyundai Steel Waste Energy Cogeneration Project","South Korea","Energy industries (renewable/non-renewable sources)","Waste energy recovery","1,384,786","37,500","11002-265515684-265553183-VCS-VCU-260-VER-KR-1-786-01012015-31122015-0","","18/10/2021","0x4058f2d1e5851E25b6809fFf874380843610C222","Other","TOUCAN-1.0-137-0xa3719af416b10c7ad10ae74cc6bd52962adb7b7b3de6a2bc6bca9d820a4c3cbf-224"
"11/08/2021","01/01/2015","31/12/2015","786","Hyundai Steel Waste Energy Cogeneration Project","South Korea","Energy industries (renewable/non-renewable sources)","Waste energy recovery","1,384,786","12,500","11002-265553184-265565683-VCS-VCU-260-VER-KR-1-786-01012015-31122015-0","","18/10/2021","0x32f707FA757315046E74eFFE270099329088F9b0","Other","TOUCAN-1.0-137-0x7e66992ca6bf6b14b1597c7ae8656e29b28b2510ae00aab87c045e3a572f3675-241"
"11/08/2021","01/01/2015","31/12/2015","786","Hyundai Steel Waste Energy Cogeneration Project","South Korea","Energy industries (renewable/non-renewable sources)","Waste energy recovery","1,384,786","15,000","11002-265575684-265590683-VCS-VCU-260-VER-KR-1-786-01012015-31122015-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x5e4ee2d1ad07110908e73c4274d933ec7b646bd65e0c7abd85ab5fb356d82ab3-283"
"11/08/2021","01/01/2015","31/12/2015","1146","The Hyundai Waste Energy Recovery CO-Generation Project Phase II","South Korea","Energy industries (renewable/non-renewable sources)","Waste energy recovery","1,632,344","300,000","11003-266200470-266500469-VCS-VCU-260-VER-KR-1-1146-01012015-31122015-0","","15/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137- 0x2d14b119c1b05964a23841b3bb38e2721e2b902f818 4f4120ee83d6982bcf5ee-77"
"10/08/2021","08/03/2014","31/12/2014","917","ASLANCIK HYDRO POWER PLANT PROJECT","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","90,100","77,600","10996-264559150-264636749-VCS-VCU-290-VER-TR-1-917-08032014-31122014-0","","18/10/2021","0xc450fEbECA0A1A4f802C74b5a15CfC90b799eaF5","Other","TOUCAN-1.0-137-0x6fe091364f1fd9513c62b9717f23647404f598fbc2ceaf90defb02de895e0da1-259"
"10/08/2021","08/03/2014","31/12/2014","917","ASLANCIK HYDRO POWER PLANT PROJECT","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","90,100","12,500","10996-264636750-264649249-VCS-VCU-290-VER-TR-1-917-08032014-31122014-0","","19/10/2021","0x5e740Fce5e48237Db5Fc2646E25C20E96d72A197","Other","TOUCAN-1.0-137-0xa9edb78b5e6bbb504d2af142d1c326ab2316a4e08ec8e60dcefb3c51439eae1c-215"
"10/08/2021","01/01/2013","25/12/2013","414","Hebei Haixing 49.5MW Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","110,189","2,000","10999-265083766-265085765-VCS-VCU-279-VER-CN-1-414-01012013-25122013-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xe7212806f3c179c717d5a0a2e3c7fa211681ed7ab1abb2df8de9207963a8505e-420"
"10/08/2021","01/01/2013","25/12/2013","414","Hebei Haixing 49.5MW Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","110,189","7,143","10999-265072520-265079662-VCS-VCU-279-VER-CN-1-414-01012013-25122013-0","","19/10/2021","0x70daDC7DcaaaeEe9819aDdAE6E3261F7ddc18F66","Other","TOUCAN-1.0-137-0x003bcf7cc057cae95e0a8bf88d903f190eee0d9d1d0e5fa9309eed483aa23a0f-326"
"10/08/2021","01/01/2013","25/12/2013","414","Hebei Haixing 49.5MW Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","110,189","3,790","10999-265079976-265083765-VCS-VCU-279-VER-CN-1-414-01012013-25122013-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x9a7234fba67ae80526967bbb8a57c671c5aa43c120336434bf2053be6d826cf5-416"
"10/08/2021","01/01/2015","31/12/2015","12","Chuanwei Group 24 MW Waste Gas based Captive Power Plant","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","192,630","40,000","11000-265285048-265325047-VCS-VCU-259-VER-CN-1-12-01012015-31122015-0","","20/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x98170f4d8c97d0dc2a1007529101a641c15005fa55fb6bfb35ca5f75a7feca8e-364"
"10/08/2021","01/01/2016","31/12/2016","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","143,099","30,000","11001-265422585-265452584-VCS-VCU-1317-VER-CN-1-1121-01012016-31122016-0","","21/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x424a24181b8d406991c5ddd7ce7c83f4137d207b2e7d0946a168008238e0d31a-396"
"10/08/2021","01/01/2016","31/12/2016","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","143,099","1,293","11001-265514391-265515683-VCS-VCU-1317-VER-CN-1-1121-01012016-31122016-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xe4c2384c38f659e92544e4bfe6d933732f951756b297a726681e6874be065ba1-437"
"10/08/2021","01/01/2016","31/12/2016","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","143,099","6,806","11001-265507585-265514390-VCS-VCU-1317-VER-CN-1-1121-01012016-31122016-0","","20/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xb82788065a0d21d3ad7c438ce0164aa37193d289186b7278d7922f2c83a96484-379"
"10/08/2021","01/01/2016","31/12/2016","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","143,099","30,000","11001-265452585-265482584-VCS-VCU-1317-VER-CN-1-1121-01012016-31122016-0","","21/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x02ac801f2da5df59d9f9e83032ea42c3d8763c1cfda58023b6fb9c7aab2a2d2a-395"
"10/08/2021","01/01/2016","31/12/2016","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","143,099","25,000","11001-265482585-265507584-VCS-VCU-1317-VER-CN-1-1121-01012016-31122016-0","","20/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x1910838bae459d65010d56bc654237c17cf89a37df3c7e0b7aa4b11007fbb7bf-365"
"10/08/2021","01/01/2015","31/12/2015","12","Chuanwei Group 24 MW Waste Gas based Captive Power Plant","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","192,630","47,537","11000-265325048-265372584-VCS-VCU-259-VER-CN-1-12-01012015-31122015-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x3531822435c2ae36bf0f90546f7ad0d011b6671ad8cc33b5ee077d3bd5c5dbee-316"
